,rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,batSong,userID,lang,timeEnd,timeBegin,sequenceTrials,nodeIndex,tIndex,studyID,uniqueID,offset,nChanges,initialOffset,performance,infoUser,study_result,comp_result,view_history,success,timeout,failed_images,failed_audio,failed_video,rtAudio,baseLatencyBegin,baseLatencyEnd,outputLatencyBegin,outputLatencyEnd,question_order,userIDAlicia
1,17387.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,20261.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/honeySuckle/honeysuckleRoseModifiedLow.mp3,114,fi,1756555418032.0,1756555387312.0,"bat,tapping",2,3,m12,null,0.0,2.0,6.0,,,37220,data.txt,,,,,,,,,,,,,
2,5714.0,,{'Q0': 4},survey-likert,2.0,25982.0,0.0-0.0-2.0,,114,fi,1756555418032.0,1756555387312.0,"bat,tapping",2,3,m12,null,,,,,,37220,data.txt,,,,,,,,,,,,[0],
3,4409.0,,{'Q0': 3},survey-likert,3.0,30396.0,0.0-0.0-3.0,,114,fi,1756555418032.0,1756555387312.0,"bat,tapping",2,3,m12,null,,,,,,37220,data.txt,,,,,,,,,,,,[0],
0,1826.0,,,instructions,0.0,1830.0,0.0-0.0-0.0,,m12_100,fi,1744035567481.0,1744035565396.0,"bat,tapping",0.0,0.0,m12,null,,,,,,25523,data.txt,"[{'page_index': 0, 'viewing_time': 1825}]",,,,,,,,,,,,
0,,,,html-button-response,0.0,1007.0,0.0-0.0-0.0,,128,fi,1754931259554.0,1754931258202.0,"bat,tapping",4,0,m12,null,,,,,,36901,data.txt,,,,,,,,,,,,,
0,491.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,493.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/training/trainingBaseModified.mp3,m12_100,fi,1745570994187.0,1745570970990.0,"tapping,bat",3,1,m12,null,,,,,,28007,data.txt,,,,,,,,,,,,,
1,19405.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,19900.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/training/trainingBaseModified.mp3,m12_100,fi,1745570994187.0,1745570970990.0,"tapping,bat",3,1,m12,null,7.0,9.0,7.0,,,28007,data.txt,,,,,,,,,,,,,
2,1583.0,,{'Q0': 2},survey-likert,2.0,21486.0,0.0-0.0-2.0,,m12_100,fi,1745570994187.0,1745570970990.0,"tapping,bat",3,1,m12,null,,,,,,28007,data.txt,,,,,,,,,,,,[0],
3,1458.0,,{'Q0': 2},survey-likert,3.0,22947.0,0.0-0.0-3.0,,m12_100,fi,1745570994187.0,1745570970990.0,"tapping,bat",3,1,m12,null,,,,,,28007,data.txt,,,,,,,,,,,,[0],
0,2208,"<a href=""https://mmbb.ltdk.helsinki.fi/utils/Privacy_Notice_MMBB_fi.pdf"" target=""_blank"">Tietosuojailmoitus<span class=""new-tab-icon"" aria-hidden=""true""> 🔗</span></a><br><a href=""https://mmbb.ltdk.helsinki.fi/utils/informed_consent_fi.pdf"" target=""_blank"">Tiedote Tutkimuksesta<span class=""new-tab-icon"" aria-hidden=""true""> 🔗</span></a>",0.0,html-button-response,0.0,2220.0,0.0-0.0-0.0,,114,fi,1756555240008.0,1756555173975.0,"bat,tapping",1,0,m12,null,,,,,,37216,data.txt,,,,,,,,,,,,,
1,,,,preload,1.0,2859.0,0.0-0.0-1.0,,114,fi,1756555240008.0,1756555173975.0,"bat,tapping",1,0,m12,null,,,,,,37216,data.txt,,True,False,[],[],[],,,,,,,
2,30692,,,instructions,2.0,33554.0,0.0-0.0-2.0,,114,fi,1756555240008.0,1756555173975.0,"bat,tapping",1,0,m12,null,,,,,,37216,data.txt,"[{'page_index': 0, 'viewing_time': 2551}, {'page_index': 1, 'viewing_time': 3645}, {'page_index': 2, 'viewing_time': 20788}, {'page_index': 3, 'viewing_time': 3706}]",,,,,,,,,,,,
3,24291,,,instructions,3.0,57849.0,0.0-0.0-4.0-0.0,,114,fi,1756555240008.0,1756555173975.0,"bat,tapping",1,0,m12,null,,,,,,37216,data.txt,"[{'page_index': 0, 'viewing_time': 6148}, {'page_index': 1, 'viewing_time': 1819}, {'page_index': 2, 'viewing_time': 2553}, {'page_index': 3, 'viewing_time': 1787}, {'page_index': 4, 'viewing_time': 6650}, {'page_index': 5, 'viewing_time': 5333}]",,,,,,,,,,,,
4,[5210.6666666666615],./songs/movementTapAudio/elPesebre.mp3,0.0,audio-button-response,4.0,63055.0,0.0-0.0-6.0-0.0,,114,fi,1756555240008.0,1756555173975.0,"bat,tapping",1,0,m12,null,,,,,,37216,data.txt,,,,,,,[5195.400000095367],0.08541666666666667,0.08541666666666667,0.171,0.228,,
5,1848,Auttaako joku sinua tämän tehtävän suorittamisessa?,0.0,html-button-response,5.0,65709.0,0.0-0.0-7.0,,114,fi,1756555240008.0,1756555173975.0,"bat,tapping",1,0,m12,null,,,,,,37216,data.txt,,,,,,,,,,,,,
0,3139,"<iframe src=""../src/utils/Privacy_Notice_MMBB_fi.pdf"" width=""100%"" height=""600px"" loading=""lazy"" title=""PDF-file"" ></iframe>",0.0,html-button-response,0.0,3144.0,0.0-0.0-0.0,,m12_100,fi,1743518461642.0,1743518421106.0,"tapping,bat",1,0,m12,null,,,,,,24639,data.txt,,,,,,,,,,,,,
1,3061,"<iframe src=""../src/utils/informed_consent_fi.pdf"" width=""100%"" height=""600px"" loading=""lazy"" title=""PDF-file"" ></iframe>",0.0,html-button-response,1.0,6211.0,0.0-0.0-1.0,,m12_100,fi,1743518461642.0,1743518421106.0,"tapping,bat",1,0,m12,null,,,,,,24639,data.txt,,,,,,,,,,,,,
2,,,,preload,2.0,6746.0,0.0-0.0-2.0,,m12_100,fi,1743518461642.0,1743518421106.0,"tapping,bat",1,0,m12,null,,,,,,24639,data.txt,,True,False,[],[],[],,,,,,,
3,15225,,,instructions,3.0,21972.0,0.0-0.0-3.0,,m12_100,fi,1743518461642.0,1743518421106.0,"tapping,bat",1,0,m12,null,,,,,,24639,data.txt,"[{'page_index': 0, 'viewing_time': 3386}, {'page_index': 1, 'viewing_time': 3615}, {'page_index': 2, 'viewing_time': 4989}, {'page_index': 3, 'viewing_time': 3235}]",,,,,,,,,,,,
4,11354,,,instructions,4.0,33327.0,0.0-0.0-4.0-0.0,,m12_100,fi,1743518461642.0,1743518421106.0,"tapping,bat",1,0,m12,null,,,,,,24639,data.txt,"[{'page_index': 0, 'viewing_time': 2449}, {'page_index': 1, 'viewing_time': 1150}, {'page_index': 2, 'viewing_time': 1093}, {'page_index': 3, 'viewing_time': 2042}, {'page_index': 4, 'viewing_time': 2626}, {'page_index': 5, 'viewing_time': 1993}]",,,,,,,,,,,,
5,[4909.333333333333],./songs/movementTapAudio/elPesebre.mp3,0.0,audio-button-response,5.0,38240.0,0.0-0.0-6.0-0.0,,m12_100,fi,1743518461642.0,1743518421106.0,"tapping,bat",1,0,m12,null,,,,,,24639,data.txt,,,,,,,[4910],0.0026666666666666666,0.0026666666666666666,,,,
6,1282,Auttaako joku sinua tämän tehtävän suorittamisessa?,0.0,html-button-response,6.0,40325.0,0.0-0.0-8.0,,m12_100,fi,1743518461642.0,1743518421106.0,"tapping,bat",1,0,m12,null,,,,,,24639,data.txt,,,,,,,,,,,,,
0,20558.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,20559.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/lettuce/lettuceModifiedLow.mp3,m12_100,fi,1747059817771.0,1747059739793.0,"tapping,bat",3,4,m12,null,,,,,,28669,data.txt,,,,,,,,,,,,,
1,52074.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,72634.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/lettuce/lettuceModifiedLow.mp3,m12_100,fi,1747059817771.0,1747059739793.0,"tapping,bat",3,4,m12,null,4.0,7.0,3.0,,,28669,data.txt,,,,,,,,,,,,,
2,1592.0,,{'Q0': 3},survey-likert,2.0,74228.0,0.0-0.0-2.0,,m12_100,fi,1747059817771.0,1747059739793.0,"tapping,bat",3,4,m12,null,,,,,,28669,data.txt,,,,,,,,,,,,[0],
3,3525.0,,{'Q0': 3},survey-likert,3.0,77757.0,0.0-0.0-3.0,,m12_100,fi,1747059817771.0,1747059739793.0,"tapping,bat",3,4,m12,null,,,,,,28669,data.txt,,,,,,,,,,,,[0],
0,9154,"<a href=""https://mmbb.ltdk.helsinki.fi/utils/Privacy_Notice_MMBB_fi.pdf"" target=""_blank"">Tietosuojailmoitus<span class=""new-tab-icon"" aria-hidden=""true""> 🔗</span></a><br><a href=""https://mmbb.ltdk.helsinki.fi/utils/informed_consent_fi.pdf"" target=""_blank"">Tiedote Tutkimuksesta<span class=""new-tab-icon"" aria-hidden=""true""> 🔗</span></a>",0.0,html-button-response,0.0,9159.0,0.0-0.0-0.0,,108,fi,1752611757630.0,1752611699479.0,"tapping,bat",1,0,m12,null,,,,,,35546,data.txt,,,,,,,,,,,,,
1,,,,preload,1.0,9898.0,0.0-0.0-1.0,,108,fi,1752611757630.0,1752611699479.0,"tapping,bat",1,0,m12,null,,,,,,35546,data.txt,,True,False,[],[],[],,,,,,,
2,25942,,,instructions,2.0,35842.0,0.0-0.0-2.0,,108,fi,1752611757630.0,1752611699479.0,"tapping,bat",1,0,m12,null,,,,,,35546,data.txt,"[{'page_index': 0, 'viewing_time': 2514}, {'page_index': 1, 'viewing_time': 16383}, {'page_index': 2, 'viewing_time': 4990}, {'page_index': 3, 'viewing_time': 2054}]",,,,,,,,,,,,
3,13121,,,instructions,3.0,48968.0,0.0-0.0-4.0-0.0,,108,fi,1752611757630.0,1752611699479.0,"tapping,bat",1,0,m12,null,,,,,,35546,data.txt,"[{'page_index': 0, 'viewing_time': 5708}, {'page_index': 1, 'viewing_time': 1405}, {'page_index': 2, 'viewing_time': 1007}, {'page_index': 3, 'viewing_time': 1065}, {'page_index': 4, 'viewing_time': 957}, {'page_index': 5, 'viewing_time': 2978}]",,,,,,,,,,,,
4,[6157.333333333334],./songs/movementTapAudio/elPesebre.mp3,0.0,audio-button-response,4.0,55401.0,0.0-0.0-6.0-0.0,,108,fi,1752611757630.0,1752611699479.0,"tapping,bat",1,0,m12,null,,,,,,35546,data.txt,,,,,,,[6420.5],0.003,0.003,0.016,0.024,,
5,1676,Auttaako joku sinua tämän tehtävän suorittamisessa?,0.0,html-button-response,5.0,57884.0,0.0-0.0-7.0,,108,fi,1752611757630.0,1752611699479.0,"tapping,bat",1,0,m12,null,,,,,,35546,data.txt,,,,,,,,,,,,,
0,1306.0,,,instructions,0.0,1315.0,0.0-0.0-0.0,,142,fi,1759936242394.0,1759936240659.0,"tapping,bat",0.0,0.0,m12,null,,,,,,38010,data.txt,"[{'page_index': 0, 'viewing_time': 1306}]",,,,,,,,,,,,
0,3045.0,,,instructions,0.0,3046.0,0.0-0.0-0.0,,m12_100,fi,1743583445215.0,1743583442088.0,"tapping,bat",0.0,0.0,m12,null,,,,,,24689,data.txt,"[{'page_index': 0, 'viewing_time': 3045}]",,,,,,,,,,,,
0,592.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,603.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/training/trainingBaseModified.mp3,m12_100,fi,1743518766061.0,1743518734710.0,"tapping,bat",3,1,m12,null,,,,,,24642,data.txt,,,,,,,,,,,,,
1,25932.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,26535.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/training/trainingBaseModified.mp3,m12_100,fi,1743518766061.0,1743518734710.0,"tapping,bat",3,1,m12,null,0.0,2.0,5.0,,,24642,data.txt,,,,,,,,,,,,,
2,2705.0,,{'Q0': 3},survey-likert,2.0,29242.0,0.0-0.0-2.0,,m12_100,fi,1743518766061.0,1743518734710.0,"tapping,bat",3,1,m12,null,,,,,,24642,data.txt,,,,,,,,,,,,[0],
3,2094.0,,{'Q0': 3},survey-likert,3.0,31343.0,0.0-0.0-3.0,,m12_100,fi,1743518766061.0,1743518734710.0,"tapping,bat",3,1,m12,null,,,,,,24642,data.txt,,,,,,,,,,,,[0],
0,857.0,,,instructions,0.0,865.0,0.0-0.0-0.0,,141,fi,1751654794439.0,1751654793352.0,"bat,tapping",0.0,0.0,m12,null,,,,,,34272,data.txt,"[{'page_index': 0, 'viewing_time': 856}]",,,,,,,,,,,,
0,3649,,,instructions,0.0,3656.0,0.0-0.0-0.0,,142,fi,1759936530542.0,1759936328614.0,"tapping,bat",2,0,m12,null,,,,,,38017,data.txt,"[{'page_index': 0, 'viewing_time': 3648}]",,,,,,,,,,,,
1,,,,preload,1.0,4983.0,0.0-0.0-1.0,,142,fi,1759936530542.0,1759936328614.0,"tapping,bat",2,0,m12,null,,,,,,38017,data.txt,,True,False,[],[],[],,,,,,,
2,10846,,,instructions,2.0,15830.0,0.0-0.0-2.0,,142,fi,1759936530542.0,1759936328614.0,"tapping,bat",2,0,m12,null,,,,,,38017,data.txt,"[{'page_index': 0, 'viewing_time': 6962}, {'page_index': 1, 'viewing_time': 2384}, {'page_index': 2, 'viewing_time': 1499}]",,,,,,,,,,,,
3,"[2048.000000000002, 2389.333333333333, 3071.999999999999, 3413.333333333334, 4096, 4437.333333333335, 4608.000000000001, 4949.333333333336, 5290.666666666667, 5632.000000000002, 5973.333333333333, 6314.666666666668, 6655.999999999999, 6997.333333333334, 7338.666666666669, 8021.333333333335, 8533.333333333336, 8874.666666666666, 9216.000000000002, 9402.666666666668, 9898.666666666668, 10069.333333333332, 10410.666666666668, 10751.999999999998, 11034.666666666666, 11264, 11605.333333333334, 11946.666666666666, 12288, 12629.333333333336, 12864, 13482.666666666666, 13824.000000000002, 14165.333333333332, 14336.000000000002, 14677.333333333334, 15018.666666666668, 15360, 15530.666666666668, 15872, 16213.33333333333, 16554.666666666668, 16725.333333333332, 17066.66666666667, 17408, 17592, 17920, 18261.333333333332, 18602.666666666664, 18944.000000000004, 19285.333333333332, 19456.000000000004, 19968.000000000004, 20138.666666666664, 20479.999999999996, 21333.333333333336, 21674.666666666668, 22016, 22218.666666666664, 22869.333333333336, 23210.666666666668, 23381.333333333332, 23893.333333333332, 24202.666666666664, 24405.333333333332, 24746.66666666667, 25258.66666666667, 25600, 25941.333333333332, 26282.666666666664, 26624.000000000004, 26965.333333333332, 27306.666666666664, 27648.000000000004, 28160.000000000004, 28501.333333333336, 28842.666666666668, 29183.999999999996, 29525.333333333336, 29866.666666666668]",./songs/movementTapAudio/silence.wav,0,audio-button-response,3.0,46021.0,0.0-0.0-3.0,,142,fi,1759936530542.0,1759936328614.0,"tapping,bat",2,0,m12,null,,,,,,38017,data.txt,,,,,,,"[2162.300000011921, 2481.300000011921, 3116.199999988079, 3442.699999988079, 4076.899999976158, 4415.099999964237, 4717.800000011921, 5039.899999976158, 5372.699999988079, 5667.5, 5983.800000011921, 6307.300000011921, 6656.5, 6974.399999976158, 7347.800000011921, 7992.300000011921, 8618.899999976158, 8924.599999964237, 9201.5, 9511.699999988079, 9878, 10129, 10466.599999964237, 10766.699999988079, 11051.899999976158, 11362, 11633.800000011921, 11950.800000011921, 12286.399999976158, 12612, 12929.300000011921, 13527.099999964237, 13846, 14126.599999964237, 14446.399999976158, 14725.599999964237, 15026, 15339.199999988079, 15618.099999964237, 15928.5, 16217.800000011921, 16518.19999998808, 16816.399999976158, 17120.099999964237, 17410.399999976158, 17703.69999998808, 18002.099999964237, 18318.099999964237, 18662, 18944.19999998808, 19257.30000001192, 19578.69999998808, 19947.30000001192, 20184.80000001192, 20468, 21409.899999976158, 21701.69999998808, 21992.69999998808, 22313.899999976158, 22896.399999976158, 23210.80000001192, 23492.899999976158, 23859.099999964237, 24195, 24493.099999964237, 24867.099999964237, 25226.099999964237, 25591.80000001192, 25926.30000001192, 26291.69999998808, 26626.399999976158, 26962.399999976158, 27294.099999964237, 27650.399999976158, 28249.899999976158, 28551.599999964237, 28892.099999964237, 29217.80000001192, 29534.099999964237, 29859]",0.005333333333333333,0.005333333333333333,0.619,0.619,,
4,,,,html-button-response,4.0,49029.0,0.0-0.0-4.0,,142,fi,1759936530542.0,1759936328614.0,"tapping,bat",2,0,m12,null,,,,,,38017,data.txt,,,,,,,,,,,,,
5,2198,,{'Q0': 4},survey-likert,5.0,51236.0,0.0-0.0-5.0,,142,fi,1759936530542.0,1759936328614.0,"tapping,bat",2,0,m12,null,,,,,,38017,data.txt,,,,,,,,,,,,[0],
6,12546,,,instructions,6.0,63784.0,0.0-0.0-6.0,,142,fi,1759936530542.0,1759936328614.0,"tapping,bat",2,0,m12,null,,,,,,38017,data.txt,"[{'page_index': 0, 'viewing_time': 1794}, {'page_index': 1, 'viewing_time': 1430}, {'page_index': 2, 'viewing_time': 9320}]",,,,,,,,,,,,
7,"[1424.0000000000066, 2106.6666666666692, 2789.3333333333317, 3472.000000000008, 4325.333333333333, 5007.999999999995, 5690.666666666672, 6543.999999999997, 7226.666666666673, 7909.333333333336, 8762.666666666675, 9445.333333333338, 10298.666666666662, 10981.33333333334, 11664.000000000002, 12517.33333333334, 13200.000000000004, 13882.666666666666, 14736.000000000004, 15418.666666666666, 16101.333333333328, 16954.666666666668, 17808.000000000007, 18490.666666666668, 19344.000000000007, 20026.66666666667, 20709.333333333332, 21391.999999999996, 22245.333333333336, 22927.999999999996, 23647.999999999996, 24464, 25146.666666666675, 26000, 26682.666666666664, 27194.666666666664, 27706.666666666664, 28218.666666666664, 28901.33333333334, 29584.000000000004, 30096.000000000004, 30778.666666666668, 31461.33333333333, 31973.33333333333, 32485.33333333333, 33168.00000000001, 33850.66666666667, 34362.66666666667, 34874.66666666667, 35557.333333333336, 36069.333333333336, 36752.00000000001, 37263.99999999999, 37946.66666666667, 38458.66666666667, 39141.333333333336, 39653.333333333336, 40336, 40848, 41530.66666666668, 42213.333333333336, 42762.66666666667, 43408, 43920, 44602.666666666664, 45114.666666666664, 45797.33333333334, 46309.33333333334, 46650.666666666664, 47162.666666666664, 47632.00000000001, 48016.00000000001, 48528.00000000001, 48992.00000000001, 49381.33333333333, 49893.33333333333, 50234.66666666667, 50746.66666666667, 51258.66666666667, 51600.00000000001, 52112.00000000001, 52624.00000000001, 52965.333333333336, 53477.333333333336, 53989.333333333336, 54330.66666666667, 54677.333333333336, 55312, 55696, 56208, 56549.333333333336, 57061.333333333336, 57573.333333333336, 57914.66666666668, 58426.666666666664, 58938.666666666664, 59280, 59792, 60304, 60645.33333333334, 61157.33333333334, 61498.666666666664, 62010.666666666664, 62522.666666666664, 62864.00000000001]",./songs/movementTapAudio/modifiedAudio/name__11 - metronome_const_tempo__stretchfactor__1_25__1__0_75188.mp3,0,audio-button-response,7.0,126788.0,0.0-0.0-7.0,,142,fi,1759936530542.0,1759936328614.0,"tapping,bat",2,0,m12,null,,,,,,38017,data.txt,,,,,,,"[1293.8999999761581, 1842.800000011921, 2592.699999988079, 3293.100000023842, 4052, 4826.699999988079, 5510.600000023842, 6306.800000011921, 7044.100000023842, 7777.199999988079, 8536, 9277.100000023842, 10053.800000011921, 10786.699999988079, 11519.5, 12254.300000011921, 13040.800000011921, 13754.5, 14513, 15223.399999976158, 15948.5, 16714.100000023842, 17547.19999998808, 18339.899999976158, 19072.30000001192, 19771.399999976158, 20530.399999976158, 21265, 22021.899999976158, 22761.5, 23495.100000023842, 24268.399999976158, 25010.399999976158, 25745, 26509.69999998808, 26941.100000023842, 27509.30000001192, 28100.399999976158, 28775, 29381.899999976158, 29947.69999998808, 30575.100000023842, 31215.19999998808, 31814.899999976158, 32346.80000001192, 32929.89999997616, 33587.89999997616, 34178.80000001192, 34736.80000001192, 35361.69999998808, 35936.30000001192, 36519.30000001192, 37103.89999997616, 37702.69999998808, 38310.39999997616, 38926.89999997616, 39493.19999998808, 40112.10000002384, 40718.19999998808, 41350.10000002384, 41943.30000001192, 42610, 43175.10000002384, 43740.19999998808, 44375.69999998808, 44958.60000002384, 45565.60000002384, 46150.39999997616, 46515.60000002384, 46949.10000002384, 47392.60000002384, 47881.69999998808, 48331.39999997616, 48758.89999997616, 49230.89999997616, 49692.89999997616, 50107.30000001192, 50566.10000002384, 50992.39999997616, 51447.39999997616, 51908.80000001192, 52358.30000001192, 52780, 53255.10000002384, 53722.5, 54147.69999998808, 54555.30000001192, 55073.5, 55513, 55946.89999997616, 56412.5, 56896.39999997616, 57325.5, 57745.30000001192, 58217.19999998808, 58712, 59137.80000001192, 59562.39999997616, 60038.19999998808, 60496, 60930.60000002384, 61354.80000001192, 61804.89999997616, 62279.19999998808, 62711.80000001192]",0.005333333333333333,0.005333333333333333,0.453,0.624,,
8,,,,html-button-response,8.0,129791.0,0.0-0.0-8.0,,142,fi,1759936530542.0,1759936328614.0,"tapping,bat",2,0,m12,null,,,,,,38017,data.txt,,,,,,,,,,,,,
9,1967,,{'Q0': 4},survey-likert,9.0,131761.0,0.0-0.0-9.0,,142,fi,1759936530542.0,1759936328614.0,"tapping,bat",2,0,m12,null,,,,,,38017,data.txt,,,,,,,,,,,,[0],
10,3448,,,instructions,10.0,135211.0,0.0-0.0-10.0,,142,fi,1759936530542.0,1759936328614.0,"tapping,bat",2,0,m12,null,,,,,,38017,data.txt,"[{'page_index': 0, 'viewing_time': 2022}, {'page_index': 1, 'viewing_time': 1425}]",,,,,,,,,,,,
